State,Enrollment,"Homicide with weapon(s)","Homicide Without Weapon(s)","Focible Sex Offense With Weapon(s)","Forcible Sex Offenses Without Weapon(s)","Other Sex offenses With Weapon(s)","Other Sex offenses Without Weapon(s)","Robbery With Weapon(s)","Robbery Without Weapon(s)","Assault With Serious Physical Injury With Weapon(s)","Assault With Serious Physical Injury Without Weapon(s)","Arson With Weapon(s)","Kidnapping With Weapon(s)","Kidnapping Without Weapon(s)","Assault with Physical Injury With Weapon(s)","Assault with Physical Injury Without Weapon(s)","Reckless Endangerment With Weapon(s)","Reckless Endangerment Without Weapon(s)","Minor Altercations With Weapon(s)","Minor Altercations Without Weapon(s)","Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)","Burglary With Weapon(s)","Burglary Without Weapon(s)","Criminal Mischief With Weapon(s)","Criminal Mischief Without Weapon(s)","Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)","Bomb Threat","False Alarm","Riot With Weapon(s)","Riot Without Weapon(s)","Weapon Possession Through Screening","Weapon Possession Under Other Circumstances","Use Possession or Sale of Drugs","Use Possession or Sale of Alcohol","Other Disruptive Incidents"
"Albany Community Charter School",103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"Albany Preparatory Charter School",113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Brighter Choice Charter School For Boys",141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,63
"Brighter Choice School For Girls",144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17
"Kipp Tech Valley Charter School",166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"New Covenant Charter School",692,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,264,0,6,0,0,0,4,0,6,0,0,0,0,0,1,0,0,230
"Blue Creek School",485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
"Boght Hills School",496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Forts Ferry School",494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Latham Ridge School",434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Loudonville School",324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4
"Shaker High School",2060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,23,0,0,0,1,0,6,0,0,0,0,0,5,13,2,166
"Shaker Junior High School",878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,4,0,0,0,0,0,6,0,0,0,0,0,1,0,0,43
"Southgate School",445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Albertus W Becker School",490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4
"Pieter B Coeymans School",497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,9
"Ravena Middle School",488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,28,0,16,0,0,0,0,0,1,0,0,0,0,0,2,0,0,6
"Ravena Senior High School",709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,3,0,0,0,0,0,0,0,0,5,1,17
"Colonie Central High School",2006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,32,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,3,61
"Forest Park Elementary School",342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"Lisha Kill Middle School",825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
"Roessleville School",298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Saddlewood Elementary School",342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Sand Creek Middle School",973,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,3,0,1,0,0,0,1,0,0,22
"Shaker Road Elementary School",331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veeder Elementary School",484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13
"C A Bouton Middle School High School",711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,17,0,0,0,0,0,5,0,0,0,0,0,0,4,0,5
"Voorheesville Elementary School",549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Watervliet Elementary School",747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"Watervliet Junior-Senior High School",632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,21,0,8,0,0,0,0,0,1,1,0,0,0,0,6,3,0,31
"Alfred-Almond Elementary School",337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alfred-Almond Junior-Senior High School",328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
"Andover School",411,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,42,0,6,0,0,0,0,0,2,0,0,0,0,0,0,2,1,17
"Belfast School",438,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,0,15,0,0,0,0,0,2,0,0,0,0,0,1,1,0,82
"Bolivar-Richburg Elementary School",395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,24
"Bolivar-Richburg Junior-Senior High School",453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,24
"Bolivar-Richburg Pre-K Program",64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Canaseraga School",316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0,10
"Cuba Elementary School",323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
"Cuba-Rushford High School",327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"Cuba-Rushford Middle School",240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Rushford Elementary School",106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Fillmore Central School",741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0
"Friendship Central School",380,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,44,0,31,0,0,0,0,0,2,0,0,0,0,0,2,4,0,43
"Genesee Valley Elementary School",286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
"Genesee Valley High School",235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,3,0,0,0,0,0,0,0,1,0,1,10
"Genesee Valley Middle School",205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,6,0,0,0,1,0,0,0,0,0,0,0,1,1,1,26
"Scio Central School",431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5
"Wellsville Elementary School",590,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Wellsville Middle School",286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,3,0,0,0,0,0,1,1,0,2
"Wellsville Senior High School",485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2
"Whitesville Central School",294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Benjamin Franklin Elementary School",514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,21,1,112,0,0,0,0,0,2,0,0,0,0,0,1,0,0,64
"Binghamton High School",1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,51,0,24,0,1,0,2,0,3,0,0,0,0,0,8,5,1,23
"Calvin Coolidge School",391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"East Middle School",633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,10,0,0,0,0,0,2,0,0,0,0,0,9,1,2,35
"Horace Mann School",379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
"Macarthur School",564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
"Theodore Roosevelt School",409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
"Thomas Jefferson School",344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
"West Middle School",736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,1,0,25,0,0,0,3,0,7,0,0,0,0,0,14,2,0,165
"Woodrow Wilson School",469,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,0,28,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,110
"Charlotte Kenyon Elementary School",336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chenango Forks High School",597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,1,4,0,4,0,0,0,0,0,1,1,0,0,0,0,0,1,1,6
"Chenango Forks Middle School",396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
"John R Harshaw Primary School",437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Chenango Bridge Elementary School",396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,21
"Chenango Valley High School",677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,0,9,0,0,0,2,0,0,0,0,0,0,0,0,2,2,189
"Chenango Valley Middle School",273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,16,0,0,0,0,0,2,0,0,0,0,0,1,0,0,145
"Port Dickinson Elementary School",594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Deposit Elementary School",303,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,61,0,82,0,0,0,1,0,1,0,0,0,0,0,0,0,0,13
"Deposit Middle-Senior High School",355,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,24,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,5
"Harpursville Junior-Senior High School",510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,2,0,0,0,1,0,2,1,0,0,0,0,1,3,1,2
"W A Olmsted Elementary School",576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
"Johnson City Elementary/Intermediate School",577,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,72,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"Johnson City Elementary/Primary School",622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Johnson City Middle School",586,0,0,0,0,0,3,0,0,0,1,0,0,0,0,5,0,0,0,65,0,9,0,0,0,3,0,2,0,2,0,0,0,0,3,1,75
"Johnson City Senior High School",876,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,4,0,35,0,10,0,0,0,0,0,3,0,0,0,0,0,3,3,0,34
"Homer Brink School",683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maine Memorial School",461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Maine-Endwell Middle School",648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,32
"Maine-Endwell Senior High School",822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,12,0,0,0,2,0,0,0,0,0,0,0,1,6,2,5
"Brookside Elementary School",452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"F P Donnelly School",366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
"Richard T Stank Middle School",477,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,18,1,7,0,0,0,7,0,3,0,0,0,0,0,1,0,1,52
"Susquehanna Valley Senior High School",675,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,23,0,13,0,0,0,4,0,0,0,0,0,0,0,0,0,0,188
"Ann G Mcguinness Intermediate School",305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,11,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Charles F Johnson Jr Elementary School",357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,11,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12
"George F Johnson Elementary School",729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Jennie F Snapp Middle School",888,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,2,1,0,42,0,14,0,0,0,5,0,6,0,0,0,0,0,1,1,0,37
"Linnaeus W West Primary School",349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Thomas J Watson Sr Elementary School",304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Union Endicott High School",1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,9,0,0,0,0,0,4,0,2,0,0,0,0,3,1,87
"African Road Elementary School",287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Clayton Avenue Elementary School",364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Glenwood Elementary School",350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"Tioga Hills Elementary School",404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vestal Hills Elementary School",345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vestal Middle School",996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,18,0,0,0,0,0,5,1,0,0,0,0,0,1,0,76
"Vestal Senior High School",1307,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,1,0,15,0,0,0,0,0,0,5,13,27
"Caryl E Adams Primary School",466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6
"Whitney Point Intermediate School",254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"Whitney Point Middle School",351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,26,0,0,0,2,0,1,2,0,0,0,0,0,2,0,53
"Whitney Point Senior High School",550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,2,0,0,0,0,0,2,1,0,0,0,0,0,12,0,13
"A F Palmer Elementary School / Windsor Central Middle School",663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,27,0,12,0,0,0,1,0,1,1,0,0,0,0,3,0,0,96
"C R Weeks Elementary School",288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
"Floyd Bell Elementary School",286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"Windsor Central High School",614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,9,0,4,0,0,0,0,0,5,1,0,0,0,0,0,2,2,632
"Allegany Elementary School",487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Allegany-Limestone High School",442,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13
"Allegany-Limestone Middle School",331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
"Limestone Elementary School",92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Cattaraugus Campus Elementary School",255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cattaraugus-Little Valley High School",338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,3,87
"Cattaraugus-Little Valley Middle School",261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,201
"Little Valley Campus Elementary School",207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ellicottville Elementary School",276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ellicottville Middle School High School",368,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,5,0,5,0,0,0,5,0,1,0,0,0,0,0,3,1,0,13
"Franklinville Elementary School",443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Franklinville Junior-Senior High School",421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0
"Gowanda Elementary School",539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Gowanda High School",491,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,15,0,4,0,0,0,0,0,7,0,0,0,0,0,0,3,0,60
"Gowanda Middle School",452,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,51,0,4,0,0,0,0,0,4,0,0,0,0,0,1,0,0,46
"Hinsdale Central School",458,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,8,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"Boardmanville Elementary School",312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,6,0,5,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"East View Elementary School",369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Ivers J Norton Elementary School",228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Olean Middle School",546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,35,0,0,0,1,0,6,0,0,0,0,0,0,1,0,31
"Olean Senior High School",671,0,0,0,0,0,2,0,0,0,7,0,0,0,0,10,0,18,0,16,0,24,0,0,0,0,0,10,1,0,0,0,0,8,0,16,22
"Washington West Elementary School",320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Portville Elementary School",524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
"Portville Junior-Senior High School",441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,3,0,0,0,0,0,2,0,1,0,0,0,2,2,0,97
"Randolph Academy",146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,2,0,0,0,1,0,0,0,0,0,0,0,0,4,0,9
"G N Chapman Elementary School",389,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Randolph Middle School",314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,17,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
"Randolph Senior High School",295,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,9,0,29,0,0,0,2,0,0,1,0,0,0,0,0,2,0,5
"Prospect Elementary School",401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
"Salamanca Alternative School",43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Salamanca High School",364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,0,20,0,0,0,0,0,3,0,0,0,0,0,0,7,1,20
"Salamanca Middle School",317,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0
"Seneca Elementary School",339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"West Valley Central School",428,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,5,0,4,0,17,0,0,0,1,0,3,0,0,0,0,0,1,1,0,11
"Arcade Elementary School",594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Delevan Elementary School",458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
"Pioneer Middle School",777,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4,0,0,0,0,0,2,1,0,0,0,0,4,2,1,12
"Pioneer Senior High School",899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,15,0,2,0,0,0,2,0,0,1,0,0,0,0,3,7,2,2
"Auburn High School",1629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,45,0,36,0,0,0,4,0,3,0,0,0,2,0,9,2,8,311
"Casey Park Elementary School",402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11,0,2,0,0,0,0,0,3,0,0,0,0,0,2,0,0,27
"East Middle School",554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,27,0,12,0,0,0,3,0,1,0,0,0,0,0,4,3,0,51
"Genesee Street Elementary School",428,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,39,1,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0,71
"Herman Avenue Elementary School",478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7
"Owasco Elementary School",382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"West Middle School",543,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,58,0,18,0,0,0,0,0,3,0,0,0,0,0,5,0,0,109
"William H Seward Elementary School",384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
"Cato-Meridian Elementary School",418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
